,price
19468,6192
19469,14014
19470,6018
19471,1781
19472,6772
19473,544
19474,816
19475,4101
19476,756
19477,995
19478,554
19479,583
19480,8915
19481,1299
19482,993
19483,3508
19484,4466
19485,1597
19486,765
19487,6019
19488,2015
19489,1439
19490,8820
19491,622
19492,10750
19493,4879
19494,7571
19495,1212
19496,12308
19497,940
19498,2844
19499,6734
19500,4255
19501,515
19502,6597
19503,852
19504,1607
19505,1721
19506,13474
19507,616
19508,1055
19509,5923
19510,1320
19511,12605
19512,2399
19513,5396
19514,3276
19515,1574
19516,3355
19517,2860
19518,561
19519,2650
19520,1240
19521,2074
19522,840
19523,3624
19524,2444
19525,1765
19526,1324
19527,2052
19528,7887
19529,7031
19530,2822
19531,12493
19532,2060
19533,11455
19534,721
19535,7064
19536,1920
19537,7515
19538,2352
19539,717
19540,745
19541,872
19542,6602
19543,1033
19544,540
19545,3338
19546,516
19547,1263
19548,1031
19549,9486
19550,1112
19551,1868
19552,645
19553,772
19554,5698
19555,4338
19556,11655
19557,15949
19558,2961
19559,5408
19560,9323
19561,2724
19562,626
19563,2952
19564,3774
19565,5177
19566,596
19567,1786
19568,7371
19569,5758
19570,928
19571,7742
19572,395
19573,1940
19574,7086
19575,2334
19576,2553
19577,568
19578,720
19579,11057
19580,4179
19581,2792
19582,5406
19583,15119
19584,5131
19585,768
19586,1609
19587,13790
19588,1778
19589,3443
19590,703
19591,15038
19592,663
19593,743
19594,2327
19595,10968
19596,1808
19597,1877
19598,687
19599,3285
19600,11228
19601,2280
19602,7366
19603,3105
19604,4183
19605,8740
19606,3639
19607,4676
19608,567
19609,566
19610,1451
19611,477
19612,2943
19613,622
19614,5995
19615,698
19616,6122
19617,5056
19618,4782
19619,572
19620,6023
19621,5586
19622,3746
19623,6781
19624,12377
19625,2138
19626,1554
19627,10053
19628,3192
19629,13701
19630,630
19631,593
19632,743
19633,878
19634,1046
19635,1408
19636,1406
19637,2023
19638,1001
19639,828
19640,505
19641,3601
19642,1852
19643,727
19644,4751
19645,5071
19646,945
19647,10282
19648,2768
19649,844
19650,2285
19651,686
19652,17365
19653,18295
19654,2753
19655,594
19656,942
19657,3409
19658,1094
19659,1687
19660,8879
19661,3818
19662,1040
19663,1727
19664,567
19665,13312
19666,3876
19667,923
19668,5013
19669,1781
19670,8299
19671,2554
19672,591
19673,911
19674,3204
19675,6352
19676,746
19677,8133
19678,8321
19679,1979
19680,1951
19681,4070
19682,1111
19683,4707
19684,541
19685,1385
19686,10126
19687,394
19688,2772
19689,3858
19690,2230
19691,3265
19692,829
19693,802
19694,5485
19695,640
19696,7553
19697,15942
19698,5072
19699,666
19700,2551
19701,4278
19702,732
19703,1030
19704,4606
19705,8011
19706,1787
19707,756
19708,5430
19709,17191
19710,628
19711,12378
19712,3259
19713,1774
19714,1919
19715,7695
19716,1079
19717,948
19718,2066
19719,425
19720,12603
19721,7975
19722,673
19723,2537
19724,1223
19725,9540
19726,7666
19727,2066
19728,12153
19729,658
19730,5624
19731,3172
19732,477
19733,14292
19734,1806
19735,1436
19736,561
19737,5344
19738,586
19739,11717
19740,11329
19741,6371
19742,2106
19743,5430
19744,5166
19745,1265
19746,2511
19747,5525
19748,3769
19749,3478
19750,2738
19751,13389
19752,706
19753,1268
19754,1267
19755,957
19756,604
19757,5038
19758,838
19759,1822
19760,2058
19761,16994
19762,3235
19763,811
19764,2469
19765,11059
19766,2264
19767,4770
19768,2691
19769,2154
19770,878
19771,3701
19772,5535
19773,2395
19774,6936
19775,4935
19776,743
19777,6366
19778,7481
19779,828
19780,477
19781,2362
19782,3107
19783,548
19784,1931
19785,6108
19786,9013
19787,17073
19788,12871
19789,394
19790,541
19791,2821
19792,579
19793,537
19794,2171
19795,453
19796,789
19797,6419
19798,3612
19799,6966
19800,2358
19801,2113
19802,1323
19803,2215
19804,3013
19805,4355
19806,548
19807,2231
19808,2519
19809,561
19810,485
19811,1286
19812,2839
19813,2041
19814,2309
19815,680
19816,710
19817,698
19818,2385
19819,4456
19820,1388
19821,1438
19822,2106
19823,8639
19824,489
19825,4586
19826,544
19827,949
19828,1021
19829,10362
19830,2792
19831,5864
19832,1264
19833,1385
19834,1746
19835,2644
19836,572
19837,2512
19838,596
19839,2003
19840,890
19841,1877
19842,1192
19843,445
19844,4746
19845,730
19846,7177
19847,1546
19848,7098
19849,1846
19850,4785
19851,1914
19852,2403
19853,2320
19854,880
19855,4081
19856,1576
19857,708
19858,4791
19859,2647
19860,4030
19861,1435
19862,866
19863,5253
19864,814
19865,552
19866,1115
19867,5269
19868,3719
19869,606
19870,961
19871,648
19872,5416
19873,2382
19874,863
19875,1154
19876,5538
19877,470
19878,2782
19879,3450
19880,17952
19881,1872
19882,3248
19883,5014
19884,740
19885,6889
19886,680
19887,537
19888,1080
19889,6994
19890,10304
19891,598
19892,4047
19893,561
19894,4547
19895,15175
19896,3734
19897,1063
19898,2593
19899,2974
19900,1408
19901,1040
19902,844
19903,7357
19904,949
19905,7983
19906,3605
19907,854
19908,3803
19909,1107
19910,4375
19911,1708
19912,4522
19913,7108
19914,4853
19915,826
19916,9012
19917,828
19918,3751
19919,945
19920,814
19921,4387
19922,3626
19923,10990
19924,1195
19925,2918
19926,810
19927,17597
19928,1438
19929,7157
19930,1915
19931,776
19932,11861
19933,2409
19934,1114
19935,413
19936,1330
19937,459
19938,3733
19939,378
19940,5766
19941,4004
19942,5259
19943,600
19944,5653
19945,3005
19946,15275
19947,1942
19948,678
19949,3984
19950,1777
19951,5233
19952,6686
19953,3800
19954,7258
19955,16626
19956,658
19957,758
19958,9912
19959,3177
19960,1783
19961,14715
19962,15282
19963,648
19964,6797
19965,6406
19966,2201
19967,4537
19968,8638
19969,2516
19970,2590
19971,3238
19972,6383
19973,6443
19974,11209
19975,1410
19976,4227
19977,6971
19978,1009
19979,580
19980,2565
19981,1632
19982,6375
19983,990
19984,1438
19985,2709
19986,8005
19987,781
19988,4959
19989,1319
19990,2823
19991,14725
19992,2939
19993,755
19994,12140
19995,1193
19996,992
19997,3894
19998,574
19999,628
20000,9556
20001,14182
20002,1736
20003,6478
20004,802
20005,4304
20006,647
20007,3959
20008,2362
20009,17999
20010,4421
20011,4766
20012,5599
20013,3750
20014,472
20015,2965
20016,7297
20017,3918
20018,12477
20019,650
20020,4413
20021,4587
20022,596
20023,710
20024,709
20025,1694
20026,1935
20027,2192
20028,13867
20029,1134
20030,1656
20031,1440
20032,1008
20033,15240
20034,5592
20035,1668
20036,6933
20037,2294
20038,743
20039,4401
20040,2998
20041,747
20042,1781
20043,898
20044,15710
20045,3072
20046,624
20047,2220
20048,2875
20049,630
20050,386
20051,5055
20052,765
20053,597
20054,5889
20055,461
20056,776
20057,1721
20058,5593
20059,3226
20060,1400
20061,3861
20062,2933
20063,12791
20064,3326
20065,1892
20066,4437
20067,7978
20068,4267
20069,407
20070,1656
20071,435
20072,9904
20073,5408
20074,12565
20075,877
20076,1011
20077,576
20078,2342
20079,15291
20080,1709
20081,9632
20082,723
20083,7088
20084,4214
20085,7174
20086,3800
20087,6230
20088,11148
20089,879
20090,3024
20091,1266
20092,2159
20093,5740
20094,920
20095,4414
20096,1644
20097,1201
20098,1213
20099,1002
20100,1267
20101,611
20102,3450
20103,11588
20104,644
20105,14853
20106,957
20107,10428
20108,710
20109,13398
20110,2314
20111,1153
20112,2264
20113,4687
20114,1751
20115,2389
20116,1139
20117,945
20118,3035
20119,2921
20120,1716
20121,1004
20122,3927
20123,505
20124,2313
20125,4230
20126,1235
20127,2885
20128,547
20129,673
20130,486
20131,1832
20132,1271
20133,909
20134,7916
20135,7639
20136,4685
20137,768
20138,1125
20139,755
20140,612
20141,3796
20142,4914
20143,6041
20144,15081
20145,4132
20146,742
20147,889
20148,6504
20149,583
20150,7404
20151,1367
20152,932
20153,775
20154,9155
20155,3660
20156,2096
20157,802
20158,620
20159,5645
20160,6666
20161,6013
20162,4873
20163,1061
20164,11988
20165,2398
20166,14638
20167,3091
20168,4795
20169,2571
20170,2479
20171,1135
20172,1892
20173,2283
20174,710
20175,1427
20176,982
20177,1067
20178,3959
20179,552
20180,4207
20181,2013
20182,9447
20183,693
20184,702
20185,2350
20186,5430
20187,7836
20188,930
20189,1845
20190,7677
20191,11967
20192,1846
20193,373
20194,2033
20195,1919
20196,2978
20197,863
20198,1046
20199,3897
20200,2415
20201,957
20202,7816
20203,14139
20204,15864
20205,6443
20206,781
20207,4434
20208,689
20209,2499
20210,552
20211,965
20212,12690
20213,2711
20214,12009
20215,622
20216,579
20217,10915
20218,7274
20219,2032
20220,403
20221,1389
20222,2001
20223,1090
20224,815
20225,14859
20226,1654
20227,876
20228,5661
20229,2317
20230,2666
20231,1042
20232,872
20233,2328
20234,1739
20235,3127
20236,5290
20237,4551
20238,2815
20239,694
20240,645
20241,2224
20242,4228
20243,776
20244,1637
20245,5052
20246,2278
20247,6511
20248,1020
20249,5646
20250,1116
20251,5539
20252,10226
20253,1645
20254,810
20255,1125
20256,490
20257,7437
20258,5034
20259,3457
20260,1046
20261,891
20262,2308
20263,2964
20264,2612
20265,2697
20266,1832
20267,15073
20268,1108
20269,8227
20270,2169
20271,9343
20272,579
20273,3822
20274,3407
20275,1304
20276,10107
20277,5824
20278,2817
20279,6882
20280,7560
20281,987
20282,1613
20283,2390
20284,12447
20285,2250
20286,2329
20287,10093
20288,1878
20289,6663
20290,7602
20291,13735
20292,4967
20293,1563
20294,11205
20295,616
20296,4933
20297,5047
20298,5570
20299,1882
20300,2725
20301,4476
20302,1284
20303,1074
20304,2559
20305,815
20306,945
20307,6694
20308,2115
20309,926
20310,2170
20311,2378
20312,10165
20313,5384
20314,4166
20315,7810
20316,1072
20317,12157
20318,9282
20319,648
20320,7100
20321,2246
20322,10853
20323,14855
20324,1715
20325,4620
20326,10861
20327,4197
20328,2442
20329,8283
20330,435
20331,5514
20332,3774
20333,947
20334,825
20335,669
20336,3167
20337,12061
20338,805
20339,1153
20340,884
20341,1400
20342,1867
20343,891
20344,3321
20345,7367
20346,7250
20347,530
20348,3119
20349,4327
20350,4521
20351,3265
20352,7577
20353,1240
20354,1061
20355,5242
20356,1830
20357,1073
20358,4113
20359,898
20360,8630
20361,855
20362,3401
20363,1837
20364,3316
20365,540
20366,776
20367,957
20368,13486
20369,6304
20370,1035
20371,4270
20372,6039
20373,596
20374,1053
20375,864
20376,1088
20377,911
20378,9301
20379,765
20380,17250
20381,1295
20382,8317
20383,565
20384,649
20385,4872
20386,3780
20387,4453
20388,503
20389,417
20390,2657
20391,2685
20392,942
20393,1377
20394,842
20395,1446
20396,423
20397,988
20398,7026
20399,16970
20400,1333
20401,4416
20402,17050
20403,698
20404,2771
20405,4229
20406,11883
20407,4946
20408,18118
20409,6922
20410,13063
20411,4719
20412,666
20413,872
20414,6192
20415,687
20416,3298
20417,7557
20418,537
20419,7955
20420,1061
20421,5029
20422,453
20423,814
20424,2544
20425,703
20426,16112
20427,645
20428,3172
20429,648
20430,1615
20431,2741
20432,855
20433,4692
20434,10964
20435,8169
20436,6895
20437,459
20438,1604
20439,3544
20440,17838
20441,570
20442,906
20443,7267
20444,3052
20445,472
20446,844
20447,847
20448,4639
20449,855
20450,1129
20451,1103
20452,1759
20453,1847
20454,4130
20455,855
20456,864
20457,5000
20458,1441
20459,1879
20460,4167
20461,6533
20462,719
20463,3958
20464,1816
20465,915
20466,1790
20467,1984
20468,4077
20469,3113
20470,1020
20471,3671
20472,447
20473,4884
20474,613
20475,6822
20476,361
20477,859
20478,855
20479,5717
20480,3193
20481,4478
20482,833
20483,4334
20484,1129
20485,743
20486,7000
20487,1865
20488,2829
20489,5407
20490,984
20491,1368
20492,4494
20493,4887
20494,3553
20495,730
20496,4191
20497,1069
20498,2023
20499,663
20500,4491
20501,3873
20502,721
20503,526
20504,5551
20505,3353
20506,2288
20507,13298
20508,6295
20509,1390
20510,4939
20511,3854
20512,12492
20513,7042
20514,2319
20515,462
20516,4281
20517,6672
20518,1618
20519,1286
20520,4849
20521,5673
20522,4353
20523,5094
20524,2094
20525,543
20526,1153
20527,18104
20528,3507
20529,579
20530,628
20531,8688
20532,1631
20533,1408
20534,2309
20535,3366
20536,6215
20537,734
20538,7613
20539,1949
20540,450
20541,7573
20542,1182
20543,3678
20544,428
20545,461
20546,1391
20547,2136
20548,1068
20549,5889
20550,2849
20551,5524
20552,4323
20553,743
20554,1676
20555,2022
20556,373
20557,3922
20558,1046
20559,2889
20560,726
20561,5166
20562,2359
20563,951
20564,2702
20565,4232
20566,781
20567,1977
20568,2648
20569,6676
20570,4140
20571,13113
20572,5941
20573,591
20574,942
20575,10439
20576,12738
20577,2151
20578,1295
20579,1173
20580,6828
20581,926
20582,4696
20583,4380
20584,794
20585,561
20586,1340
20587,2559
20588,2396
20589,1133
20590,1716
20591,2951
20592,789
20593,2671
20594,8001
20595,3143
20596,2447
20597,9710
20598,3460
20599,2760
20600,5580
20601,5216
20602,4600
20603,5128
20604,15238
20605,6335
20606,10317
20607,725
20608,3975
20609,5698
20610,1030
20611,8075
20612,3486
20613,526
20614,8650
20615,13629
20616,474
20617,1430
20618,901
20619,2445
20620,4864
20621,3710
20622,828
20623,6330
20624,4816
20625,5621
20626,1002
20627,1235
20628,3945
20629,5182
20630,5241
20631,11540
20632,15949
20633,8081
20634,558
20635,13542
20636,9600
20637,1656
20638,2536
20639,939
20640,2655
20641,11382
20642,5954
20643,5392
20644,792
20645,12196
20646,789
20647,17051
20648,3105
20649,1337
20650,1975
20651,1637
20652,6543
20653,873
20654,7204
20655,929
20656,6221
20657,4286
20658,4012
20659,1197
20660,2075
20661,3689
20662,1703
20663,666
20664,1692
20665,2214
20666,924
20667,1901
20668,981
20669,2308
20670,452
20671,2633
20672,9948
20673,1862
20674,3610
20675,1235
20676,1286
20677,1792
20678,1916
20679,7511
20680,709
20681,6271
20682,2476
20683,766
20684,3720
20685,5232
20686,2106
20687,4798
20688,942
20689,6803
20690,3042
20691,4176
20692,4685
20693,609
20694,18188
20695,1151
20696,5607
20697,1752
20698,499
20699,1119
20700,2253
20701,676
20702,3845
20703,827
20704,1013
20705,4321
20706,9304
20707,1666
20708,734
20709,2821
20710,2289
20711,4523
20712,3975
20713,7653
20714,3981
20715,8385
20716,4037
20717,1949
20718,1864
20719,3388
20720,3214
20721,1662
20722,5889
20723,394
20724,5221
20725,3080
20726,593
20727,1894
20728,12343
20729,6707
20730,969
20731,2008
20732,571
20733,17039
20734,776
20735,3456
20736,1775
20737,4598
20738,821
20739,863
20740,1547
20741,2536
20742,1315
20743,7828
20744,945
20745,1687
20746,1754
20747,14731
20748,767
20749,799
20750,758
20751,3611
20752,1270
20753,1235
20754,9961
20755,666
20756,7204
20757,1243
20758,680
20759,1781
20760,3450
20761,405
20762,512
20763,698
20764,2074
20765,854
20766,13387
20767,529
20768,419
20769,689
20770,787
20771,2404
20772,4971
20773,7603
20774,2617
20775,1843
20776,626
20777,2326
20778,1920
20779,12028
20780,4557
20781,1081
20782,3588
20783,1122
20784,3918
20785,1031
20786,1804
20787,1040
20788,1799
20789,4560
20790,4821
20791,2774
20792,778
20793,914
20794,702
20795,4486
20796,6066
20797,18159
20798,470
20799,1415
20800,2618
20801,7589
20802,1634
20803,4419
20804,447
20805,8124
20806,5073
20807,4118
20808,2671
20809,633
20810,1053
20811,732
20812,2374
20813,7577
20814,2212
20815,11460
20816,872
20817,4737
20818,903
20819,1061
20820,4455
20821,899
20822,630
20823,1124
20824,3061
20825,4001
20826,5684
20827,3452
20828,4559
20829,791
20830,12545
20831,1044
20832,1356
20833,624
20834,2737
20835,680
20836,625
20837,958
20838,4371
20839,9680
20840,2749
20841,17127
20842,1630
20843,18559
20844,1063
20845,3765
20846,9556
20847,1932
20848,1064
20849,1966
20850,3534
20851,1720
20852,3601
20853,740
20854,9569
20855,737
20856,4480
20857,1115
20858,1003
20859,1026
20860,665
20861,6465
20862,526
20863,681
20864,15035
20865,593
20866,4124
20867,2116
20868,2369
20869,1956
20870,737
20871,842
20872,8366
20873,3119
20874,876
20875,3860
20876,1080
20877,3146
20878,956
20879,946
20880,14372
20881,4162
20882,2135
20883,1103
20884,3465
20885,443
20886,6743
20887,394
20888,12683
20889,6733
20890,5285
20891,1608
20892,693
20893,695
20894,5519
20895,686
20896,7037
20897,11621
20898,2169
20899,4967
20900,675
20901,1311
20902,8265
20903,810
20904,4497
20905,850
20906,2056
20907,4216
20908,5431
20909,1349
20910,695
20911,9513
20912,465
20913,794
20914,1785
20915,4103
20916,2738
20917,6773
20918,4028
20919,4630
20920,756
20921,3234
20922,757
20923,5052
20924,561
20925,5038
20926,2993
20927,1128
20928,8803
20929,631
20930,5593
20931,754
20932,3380
20933,1154
20934,743
20935,1436
20936,6539
20937,3153
20938,1316
20939,3256
20940,1268
20941,2321
20942,1265
20943,1822
20944,9033
20945,1024
20946,4669
20947,2137
20948,7644
20949,13047
20950,1013
20951,486
20952,10179
20953,4516
20954,5802
20955,3212
20956,4717
20957,1392
20958,905
20959,11844
20960,1152
20961,3861
20962,11560
20963,4916
20964,9376
20965,2451
20966,792
20967,586
20968,11234
20969,949
20970,6738
20971,5871
20972,489
20973,842
20974,1116
20975,6837
20976,4258
20977,1881
20978,802
20979,6309
20980,664
20981,1637
20982,672
20983,4899
20984,482
20985,12677
20986,5613
20987,10805
20988,820
20989,2726
20990,2126
20991,6152
20992,2495
20993,8794
20994,544
20995,1028
20996,3649
20997,1648
20998,4102
20999,446
21000,9870
21001,13367
21002,2072
21003,3839
21004,974
21005,827
21006,17244
21007,4693
21008,2274
21009,746
21010,10984
21011,7611
21012,1746
21013,4899
21014,2210
21015,13434
21016,10244
21017,9372
21018,17179
21019,1426
21020,1031
21021,562
21022,683
21023,5047
21024,614
21025,9526
21026,1691
21027,694
21028,6793
21029,1595
21030,954
21031,11092
21032,716
21033,14715
21034,1752
21035,14732
21036,4836
21037,1033
21038,15461
21039,2567
21040,1822
21041,709
21042,10090
21043,878
21044,842
21045,5497
21046,684
21047,6209
21048,1363
21049,6239
21050,2908
21051,800
21052,4868
21053,3142
21054,1268
21055,3531
21056,3968
21057,2130
21058,3467
21059,2138
21060,4490
21061,1406
21062,2077
21063,949
21064,1197
21065,895
21066,898
21067,5584
21068,917
21069,625
21070,11115
21071,3092
21072,13317
21073,15306
21074,3660
21075,2110
21076,12792
21077,1579
21078,574
21079,15888
21080,5028
21081,5951
21082,14935
21083,2066
21084,2249
21085,11194
21086,913
21087,1904
21088,1798
21089,2100
21090,1726
21091,8062
21092,6913
21093,2633
21094,15769
21095,917
21096,5510
21097,812
21098,648
21099,4556
21100,802
21101,967
21102,2504
21103,1258
21104,645
21105,394
21106,829
21107,1013
21108,4201
21109,9640
21110,954
21111,1053
21112,2590
21113,485
21114,669
21115,13873
21116,679
21117,3096
21118,4733
21119,1965
21120,8092
21121,2327
21122,3532
21123,583
21124,3084
21125,3669
21126,4770
21127,1446
21128,612
21129,4948
21130,854
21131,895
21132,11062
21133,802
21134,1123
21135,10214
21136,15460
21137,3097
21138,13168
21139,804
21140,8561
21141,584
21142,4951
21143,2037
21144,6685
21145,487
21146,959
21147,3314
21148,3827
21149,4191
21150,2259
21151,2265
21152,1791
21153,5489
21154,1168
21155,770
21156,713
21157,5418
21158,3193
21159,673
21160,7056
21161,3392
21162,2960
21163,3629
21164,10730
21165,4323
21166,2189
21167,1578
21168,4775
21169,4476
21170,1097
21171,600
21172,17204
21173,4843
21174,7463
21175,4685
21176,586
21177,853
21178,690
21179,8820
21180,8563
21181,715
21182,5292
21183,3746
21184,9302
21185,16171
21186,1806
21187,4533
21188,765
21189,972
21190,6125
21191,4191
21192,983
21193,6159
21194,6019
21195,789
21196,684
21197,5073
21198,12304
21199,13823
21200,4022
21201,710
21202,3989
21203,7137
21204,1250
21205,9997
21206,2447
21207,5297
21208,763
21209,909
21210,10079
21211,2913
21212,1669
21213,950
21214,4661
21215,11948
21216,8731
21217,3178
21218,1040
21219,3141
21220,1245
21221,574
21222,779
21223,6776
21224,528
21225,8424
21226,956
21227,878
21228,1163
21229,6840
21230,8408
21231,6143
21232,12551
21233,3688
21234,767
21235,1107
21236,912
21237,18069
21238,10793
21239,505
21240,462
21241,710
21242,749
21243,2870
21244,596
21245,4001
21246,15535
21247,2319
21248,2331
21249,6751
21250,675
21251,3205
21252,3274
21253,393
21254,844
21255,560
21256,638
21257,1108
21258,3048
21259,853
21260,3294
21261,2089
21262,1008
21263,6386
21264,5720
21265,895
21266,1046
21267,1326
21268,435
21269,2012
21270,3168
21271,633
21272,1180
21273,4026
21274,2444
21275,1229
21276,6396
21277,11415
21278,3299
21279,789
21280,958
21281,2548
21282,906
21283,3175
21284,4235
21285,9898
21286,2905
21287,3473
21288,1210
21289,452
21290,10046
21291,552
21292,7164
21293,504
21294,5486
21295,2649
21296,9519
21297,820
21298,9728
21299,439
21300,1551
21301,5987
21302,4067
21303,9784
21304,1235
21305,516
21306,3945
21307,6426
21308,2656
21309,594
21310,8214
21311,3599
21312,4391
21313,5082
21314,5394
21315,5637
21316,421
21317,14691
21318,4233
21319,7349
21320,2680
21321,4482
21322,6156
21323,6088
21324,2933
21325,1155
21326,1764
21327,961
21328,4771
21329,777
21330,1046
21331,878
21332,4260
21333,3307
21334,13784
21335,473
21336,959
21337,814
21338,1327
21339,2728
21340,2489
21341,5897
21342,1008
21343,1797
21344,2088
21345,3092
21346,830
21347,4877
21348,2960
21349,485
21350,754
21351,2345
21352,655
21353,621
21354,507
21355,10577
21356,517
21357,2735
21358,12770
21359,880
21360,8085
21361,998
21362,1318
21363,916
21364,5998
21365,798
21366,5226
21367,862
21368,2293
21369,9146
21370,1001
21371,12095
21372,477
21373,649
21374,3648
21375,905
21376,3902
21377,1107
21378,1851
21379,684
21380,1243
21381,574
21382,1689
21383,2553
21384,18686
21385,4916
21386,13540
21387,4432
21388,1147
21389,868
21390,3108
21391,3895
21392,526
21393,2083
21394,10954
21395,3296
21396,3798
21397,4229
21398,645
21399,1847
21400,9072
21401,2940
21402,580
21403,3423
21404,4209
21405,2819
21406,2041
21407,1187
21408,5785
21409,464
21410,9183
21411,10725
21412,1819
21413,4733
21414,4778
21415,3011
21416,1242
21417,841
21418,5921
21419,1987
21420,5902
21421,9946
21422,453
21423,1412
21424,720
21425,1290
21426,14403
21427,7710
21428,5543
21429,4699
21430,1915
21431,1043
21432,1637
21433,6279
21434,5445
21435,666
21436,577
21437,7106
21438,7809
21439,2897
21440,16650
21441,8645
21442,605
21443,2131
21444,16073
21445,1717
21446,2545
21447,6221
21448,10680
21449,2818
21450,833
21451,7953
21452,1048
21453,4032
21454,3856
21455,10833
21456,5845
21457,6460
21458,829
21459,5508
21460,5719
21461,492
21462,1633
21463,1637
21464,14394
21465,575
21466,7676
21467,1007
21468,2549
21469,6129
21470,6750
21471,402
21472,9891
21473,648
21474,674
21475,11970
21476,1020
21477,10584
21478,4760
21479,764
21480,447
21481,721
21482,928
21483,1010
21484,602
21485,863
21486,5665
21487,698
21488,10927
21489,899
21490,1569
21491,1263
21492,1698
21493,3763
21494,475
21495,1688
21496,10850
21497,605
21498,4173
21499,491
21500,6165
21501,441
21502,5102
21503,5793
21504,3451
21505,2664
21506,1004
21507,3196
21508,3823
21509,3431
21510,2860
21511,799
21512,15806
21513,1042
21514,11206
21515,1106
21516,3016
21517,706
21518,814
21519,1031
21520,7150
21521,575
21522,3689
21523,2024
21524,10091
21525,4639
21526,1239
21527,6098
21528,775
21529,611
21530,12032
21531,8357
21532,1063
21533,3287
21534,1229
21535,1337
21536,878
21537,13731
21538,3546
21539,3251
21540,2131
21541,5026
21542,1565
21543,1005
21544,756
21545,13753
21546,2620
21547,5093
21548,2722
21549,3181
21550,738
21551,10769
21552,4268
21553,5387
21554,6626
21555,1113
21556,2093
21557,7950
21558,2021
21559,1664
21560,524
21561,3992
21562,929
21563,1757
21564,2816
21565,2397
21566,865
21567,6177
21568,923
21569,5819
21570,2389
21571,1918
21572,1218
21573,1295
21574,11272
21575,1960
21576,7076
21577,1013
21578,812
21579,408
21580,657
21581,5332
21582,1851
21583,1412
21584,675
21585,16091
21586,917
21587,8417
21588,561
21589,983
21590,7629
21591,2427
21592,450
21593,3332
21594,9891
21595,2346
21596,3580
21597,3844
21598,2240
21599,6904
21600,2068
21601,404
21602,1089
21603,15792
21604,481
21605,7392
21606,449
21607,2364
21608,4643
21609,1054
21610,4442
21611,1694
21612,3080
21613,960
21614,863
21615,725
21616,698
21617,475
21618,5646
21619,386
21620,1140
21621,1595
21622,819
21623,1871
21624,5266
21625,6545
21626,18630
21627,7032
21628,6045
21629,1436
21630,9419
21631,842
21632,1424
21633,4314
21634,582
21635,2297
21636,802
21637,3246
21638,803
21639,4168
21640,9513
21641,1443
21642,10380
21643,5982
21644,3089
21645,1007
21646,736
21647,1338
21648,988
21649,2891
21650,2826
21651,1433
21652,1914
21653,572
21654,595
21655,3080
21656,4273
21657,923
21658,3191
21659,8703
21660,11169
21661,1906
21662,2676
21663,1382
21664,784
21665,1365
21666,8139
21667,1629
21668,4013
21669,1435
21670,5119
21671,3243
21672,6604
21673,933
21674,3864
21675,1364
21676,13068
21677,485
21678,3287
21679,5882
21680,1883
21681,12809
21682,842
21683,9730
21684,9813
21685,2977
21686,6255
21687,3354
21688,575
21689,1650
21690,5280
21691,4879
21692,4620
21693,4844
21694,9918
21695,522
21696,1764
21697,3603
21698,505
21699,2436
21700,2551
21701,6680
21702,586
21703,1792
21704,16512
21705,434
21706,9120
21707,630
21708,803
21709,15898
21710,2088
21711,2669
21712,1081
21713,5197
21714,2656
21715,758
21716,700
21717,694
21718,5242
21719,14593
21720,8051
21721,4278
21722,14768
21723,1587
21724,541
21725,3007
21726,3950
21727,3694
21728,1800
21729,928
21730,1838
21731,1095
21732,1223
21733,4269
21734,9741
21735,7114
21736,4961
21737,789
21738,3121
21739,4138
21740,1395
21741,14687
21742,936
21743,625
21744,1148
21745,1676
21746,7923
21747,583
21748,7411
21749,802
21750,4939
21751,828
21752,502
21753,2922
21754,743
21755,801
21756,6809
21757,2300
21758,738
21759,428
21760,498
21761,6529
21762,3006
21763,15065
21764,3656
21765,2536
21766,1443
21767,1343
21768,5215
21769,5444
21770,8852
21771,394
21772,471
21773,13387
21774,2596
21775,8840
21776,874
21777,16904
21778,4363
21779,3931
21780,6783
21781,492
21782,4276
21783,719
21784,825
21785,533
21786,2150
21787,491
21788,7161
21789,877
21790,816
21791,3344
21792,1114
21793,1393
21794,752
21795,671
21796,844
21797,805
21798,6176
21799,15930
21800,3640
21801,421
21802,505
21803,6745
21804,1166
21805,724
21806,571
21807,10929
21808,5257
21809,2196
21810,816
21811,4731
21812,421
21813,15965
21814,6962
21815,612
21816,8380
21817,5599
21818,6969
21819,2265
21820,8387
21821,524
21822,3053
21823,2986
21824,4423
21825,7392
21826,9354
21827,477
21828,1907
21829,10215
21830,14811
21831,12899
21832,1388
21833,10659
21834,7695
21835,1197
21836,7280
21837,8580
21838,787
21839,4412
21840,1270
21841,828
21842,1267
21843,4434
21844,5110
21845,4678
21846,936
21847,802
21848,5136
21849,834
21850,1242
21851,5589
21852,658
21853,2553
21854,589
21855,8061
21856,957
21857,5259
21858,789
21859,596
21860,3020
21861,351
21862,4263
21863,2475
21864,1207
21865,3231
21866,4381
21867,4779
21868,14802
21869,1601
21870,4200
21871,1016
21872,646
21873,3084
21874,408
21875,1154
21876,554
21877,775
21878,1109
21879,4263
21880,1259
21881,1323
21882,4654
21883,5833
21884,1388
21885,3696
21886,1668
21887,2780
21888,9817
21889,6129
21890,666
21891,807
21892,3393
21893,3024
21894,521
21895,3847
21896,10214
21897,1360
21898,716
21899,2841
21900,2005
21901,1356
21902,2539
21903,5818
21904,6989
21905,1436
21906,2263
21907,803
21908,5855
21909,845
