,carat,cut,color,clarity,depth,table,x,y,z,city,price
17305,0.38,Ideal,G,VS1,62.0,55.0,4.64,4.68,2.89,Zurich,882
17306,0.35,Premium,D,SI2,62.3,58.0,4.54,4.48,2.81,Zurich,669
17307,1.2,Ideal,H,VS2,62.8,57.0,6.71,6.67,4.2,Zurich,4771
17308,0.31,Very Good,E,IF,63.0,55.0,4.33,4.37,2.74,Zurich,938
17309,0.42,Very Good,F,SI2,61.5,59.0,4.81,4.85,2.97,Zurich,710
17310,0.41,Very Good,F,IF,63.3,56.0,4.69,4.75,2.99,Zurich,1255
17311,0.37,Very Good,F,VS2,63.3,56.0,4.63,4.56,2.91,Zurich,957
17312,0.4,Very Good,E,SI1,62.0,55.0,4.68,4.74,2.92,Zurich,737
17313,0.92,Ideal,D,SI2,60.3,56.0,6.32,6.35,3.82,Zurich,3997
17314,0.7,Ideal,G,SI2,62.4,55.0,5.66,5.72,3.55,Zurich,2232
17315,3.5,Ideal,H,I1,62.8,57.0,9.65,9.59,6.03,Zurich,12587
17316,2.04,Premium,H,SI2,60.8,58.0,8.23,8.14,4.98,Zurich,14945
17317,1.5,Premium,J,VVS1,62.3,62.0,7.23,7.16,4.48,Zurich,8568
17318,1.16,Premium,H,SI1,61.2,57.0,6.84,6.76,4.16,Zurich,5554
17319,0.3,Very Good,H,SI1,63.3,56.0,4.29,4.27,2.71,Zurich,554
17320,0.43,Premium,D,VVS2,59.5,59.0,4.97,4.95,2.95,Zurich,1238
17321,0.5,Good,E,SI1,63.8,55.0,5.09,5.04,3.23,Zurich,1415
17322,0.71,Ideal,H,VS1,62.4,56.0,5.66,5.71,3.55,Zurich,2559
17323,0.7,Good,E,SI2,63.7,61.0,5.64,5.6,3.58,Zurich,2307
17324,0.42,Ideal,F,VS1,61.0,57.0,4.84,4.87,2.96,Zurich,1031
17325,0.31,Good,E,VS2,63.4,55.0,4.32,4.35,2.75,Zurich,544
17326,1.01,Very Good,I,SI1,62.8,58.0,6.37,6.4,4.01,Zurich,3888
17327,0.9,Very Good,E,VS1,62.3,56.0,6.1,6.19,3.83,Zurich,5001
17328,2.09,Very Good,H,SI1,61.1,56.0,8.23,8.3,5.05,Zurich,18392
17329,0.34,Good,E,VS2,57.0,61.0,6.65,4.61,2.64,Zurich,816
17330,0.5,Very Good,F,VS2,62.6,54.0,5.1,5.13,3.2,Zurich,1404
17331,1.0,Premium,F,SI1,60.3,58.0,6.43,6.47,3.89,Zurich,5197
17332,2.01,Good,I,SI1,58.5,62.0,8.24,8.31,4.84,Zurich,14998
17333,0.35,Premium,F,VS2,62.1,60.0,4.45,4.51,2.78,Zurich,706
17334,0.31,Ideal,G,VS1,61.0,55.0,4.39,4.43,2.69,Zurich,625
17335,0.44,Ideal,E,VS2,61.9,55.0,4.89,4.86,3.02,Zurich,1073
17336,0.31,Ideal,F,VVS1,62.1,56.0,4.35,4.38,2.71,Zurich,897
17337,0.9,Premium,I,SI2,60.6,60.0,6.28,6.23,3.79,Zurich,2948
17338,1.01,Very Good,F,SI2,63.2,59.0,6.38,6.35,4.02,Zurich,4497
17339,1.01,Very Good,E,SI1,63.0,57.0,6.28,6.36,3.98,Zurich,5627
17340,0.6,Ideal,I,SI1,62.1,55.0,5.39,5.42,3.35,Zurich,1390
17341,0.3,Premium,D,VS2,62.3,58.0,4.32,4.29,2.68,Zurich,911
17342,0.9,Very Good,J,SI1,63.4,59.0,6.14,6.1,3.88,Zurich,3830
17343,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.51,2.8,Zurich,1063
17344,1.01,Ideal,H,SI1,62.2,58.0,6.37,6.43,3.98,Zurich,4773
17345,0.7,Good,H,SI1,63.7,57.0,5.58,5.57,3.55,Zurich,2394
17346,1.09,Very Good,G,SI1,60.2,60.0,6.66,6.7,4.02,Zurich,5305
17347,0.77,Ideal,I,VS2,61.2,59.0,5.91,5.95,3.63,Zurich,2558
17348,1.21,Ideal,H,SI1,62.1,56.0,6.81,6.84,4.23,Zurich,6629
17349,1.25,Very Good,H,SI2,63.5,57.0,6.73,6.65,4.25,Zurich,4060
17350,0.51,Premium,E,SI1,62.4,59.0,5.07,5.12,3.18,Zurich,1381
17351,0.25,Very Good,E,VVS2,61.7,57.0,4.08,4.12,2.53,Zurich,548
17352,0.43,Premium,H,VS1,60.0,59.0,4.86,4.98,2.95,Zurich,867
17353,2.06,Premium,G,SI2,60.7,58.0,8.18,8.25,4.99,Zurich,13908
17354,0.3,Good,G,SI1,63.8,56.0,4.3,4.26,2.73,Zurich,574
17355,1.68,Ideal,D,SI2,62.7,55.0,7.45,7.58,4.71,Zurich,11147
17356,0.7,Ideal,I,SI2,62.3,55.0,5.67,5.72,3.55,Zurich,1874
17357,0.42,Ideal,F,VS1,60.9,57.0,4.84,4.88,2.96,Zurich,1031
17358,0.81,Premium,E,SI2,62.5,59.0,5.97,5.9,3.71,Zurich,2901
17359,0.51,Ideal,G,VS1,61.7,55.0,5.17,5.14,3.18,Zurich,1781
17360,0.73,Ideal,G,VS1,62.0,55.0,5.74,5.79,3.58,Zurich,3342
17361,1.22,Ideal,I,VS1,62.6,57.0,6.8,6.76,4.24,Zurich,6887
17362,0.38,Very Good,I,VS1,60.1,60.0,4.66,4.72,2.82,Zurich,606
17363,0.24,Very Good,E,VVS2,57.7,61.0,4.12,4.13,2.38,Zurich,478
17364,0.4,Very Good,H,VVS1,63.9,57.0,4.62,4.68,2.97,Zurich,968
17365,0.38,Premium,E,SI2,59.9,56.0,4.79,4.72,2.85,Zurich,596
17366,2.0,Good,J,SI1,64.2,61.0,7.72,7.69,4.95,Zurich,11988
17367,1.15,Ideal,G,SI2,62.3,56.0,6.67,6.75,4.18,Zurich,4838
17368,1.02,Premium,D,VS2,61.5,58.0,6.51,6.44,3.98,Zurich,7485
17369,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,Zurich,576
17370,1.04,Ideal,F,SI1,62.2,57.0,6.5,6.4,4.01,Zurich,4770
17371,1.14,Very Good,H,SI2,63.3,57.0,6.6,6.63,4.19,Zurich,4615
17372,0.38,Ideal,E,VS1,61.9,56.0,4.67,4.63,2.88,Zurich,1069
17373,0.9,Ideal,G,SI2,62.8,54.0,6.11,6.15,3.85,Zurich,3820
17374,0.3,Very Good,G,VS1,63.4,55.0,4.32,4.26,2.72,Zurich,725
17375,1.08,Very Good,F,VVS1,61.0,58.0,6.64,6.61,4.04,Zurich,10204
17376,1.5,Ideal,H,SI2,62.4,57.0,7.29,7.33,4.56,Zurich,9104
17377,2.01,Good,F,SI2,58.1,64.0,8.23,8.19,4.77,Zurich,16231
17378,0.35,Ideal,G,IF,61.4,55.0,4.56,4.59,2.81,Zurich,1044
17379,1.0,Premium,I,VS2,61.6,59.0,6.39,6.47,3.96,Zurich,4372
17380,0.32,Ideal,F,VVS2,61.2,57.0,4.4,4.43,2.7,Zurich,786
17381,0.31,Premium,E,SI1,63.0,58.0,4.31,4.29,2.71,Zurich,651
17382,0.72,Ideal,J,SI1,61.7,56.0,5.77,5.81,3.57,Zurich,1853
17383,0.5,Good,E,VS1,61.1,58.2,5.08,5.12,3.11,Zurich,1932
17384,0.8,Ideal,I,VS1,62.6,54.0,5.92,5.96,3.72,Zurich,2842
17385,0.57,Ideal,E,VVS2,61.9,55.0,5.34,5.36,3.31,Zurich,2534
17386,1.05,Very Good,D,SI1,59.3,58.0,6.68,6.74,3.98,Zurich,6063
17387,0.3,Good,H,SI2,63.9,56.0,4.27,4.24,2.72,Zurich,473
17388,0.32,Ideal,I,VVS2,61.5,56.0,4.42,4.4,2.71,Zurich,720
17389,1.05,Premium,G,SI2,60.7,61.0,6.56,6.52,3.97,Zurich,3599
17390,1.01,Premium,G,VS2,62.4,58.0,6.38,6.41,3.99,Zurich,5999
17391,1.5,Premium,E,SI2,61.7,58.0,7.2,7.17,4.43,Zurich,8190
17392,0.3,Ideal,H,VS2,61.9,57.0,4.28,4.31,2.66,Zurich,491
17393,1.57,Good,G,VS2,57.8,60.0,7.66,7.6,4.41,Zurich,12547
17394,0.32,Ideal,E,VS1,61.6,57.0,4.39,4.35,2.69,Zurich,972
17395,1.31,Premium,H,VS2,59.8,58.0,7.19,7.09,4.27,Zurich,7732
17396,1.51,Good,I,VS2,63.7,58.0,7.23,7.21,4.6,Zurich,9116
17397,1.52,Very Good,F,VS2,60.9,56.0,7.38,7.44,4.51,Zurich,13215
17398,1.5,Good,G,SI2,64.3,57.0,7.29,7.2,4.66,Zurich,8190
17399,1.24,Premium,F,VVS2,62.0,55.0,6.95,6.88,4.29,Zurich,11231
17400,0.32,Ideal,D,SI1,62.7,57.0,4.37,4.34,2.73,Zurich,756
17401,0.7,Very Good,F,SI1,60.5,56.0,5.73,5.8,3.49,Zurich,2155
17402,1.25,Ideal,I,VS1,61.6,56.0,6.91,6.95,4.27,Zurich,7485
17403,0.32,Ideal,F,VS2,61.1,57.0,4.44,4.4,2.7,Zurich,828
17404,0.58,Ideal,H,SI1,60.2,57.0,5.47,5.43,3.28,Zurich,1421
17405,1.01,Premium,I,SI2,60.5,61.0,6.47,6.42,3.9,Zurich,3761
17406,0.48,Good,D,VS1,59.3,58.0,5.09,5.13,3.03,Zurich,1743
17407,0.77,Ideal,E,VVS1,61.6,55.0,5.87,5.95,3.64,Zurich,5251
17408,0.72,Ideal,H,VS1,61.9,56.0,5.73,5.78,3.56,Zurich,2585
17409,1.0,Good,G,SI2,64.2,57.0,6.25,6.27,4.02,Zurich,3906
17410,0.3,Ideal,E,VS2,62.1,55.0,4.32,4.28,2.67,Zurich,844
17411,0.58,Ideal,G,VS2,60.0,56.0,5.45,5.48,3.28,Zurich,1761
17412,0.56,Premium,E,VS1,60.1,61.0,5.38,5.31,3.21,Zurich,1882
17413,0.9,Very Good,E,SI1,63.2,54.0,6.1,6.17,3.88,Zurich,4382
17414,1.13,Premium,E,SI1,62.7,57.0,6.65,6.62,4.16,Zurich,5012
17415,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,Zurich,2724
17416,0.74,Ideal,E,VS2,59.5,57.0,5.92,5.94,3.53,Zurich,3189
17417,0.35,Ideal,E,VS2,62.0,57.0,4.55,4.51,2.81,Zurich,984
17418,1.15,Premium,E,SI2,61.7,59.0,6.7,6.66,4.12,Zurich,5193
17419,0.91,Premium,D,SI1,60.2,60.0,6.25,6.3,3.78,Zurich,4429
17420,1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,Zurich,6104
17421,1.74,Premium,J,VS2,61.9,62.0,7.62,7.54,4.7,Zurich,8364
17422,0.51,Ideal,D,VS1,60.9,57.0,5.17,5.2,3.16,Zurich,1752
17423,0.7,Very Good,F,SI1,61.8,58.0,5.67,5.72,3.52,Zurich,2230
17424,1.51,Premium,F,VS2,59.1,60.0,7.52,7.45,4.42,Zurich,15253
17425,2.01,Ideal,I,VS1,61.4,59.0,8.06,8.13,4.97,Zurich,17227
17426,1.06,Premium,E,VS1,59.1,58.0,6.66,6.71,3.95,Zurich,6669
17427,0.6,Ideal,D,SI1,62.2,56.0,5.44,5.4,3.37,Zurich,1996
17428,2.01,Premium,G,VS2,60.6,59.0,8.16,8.12,4.93,Zurich,17057
17429,0.9,Premium,E,VS2,59.5,58.0,6.33,6.28,3.75,Zurich,5312
17430,0.31,Good,H,VS2,63.1,58.0,4.31,4.34,2.73,Zurich,489
17431,0.42,Ideal,F,SI1,60.8,54.0,4.83,4.94,2.97,Zurich,843
17432,0.27,Ideal,H,VS1,61.6,56.0,4.16,4.19,2.57,Zurich,480
17433,1.05,Good,H,VS2,63.7,58.0,6.45,6.4,4.09,Zurich,5592
17434,0.29,Very Good,D,VVS2,62.3,59.0,4.21,4.26,2.64,Zurich,664
17435,0.81,Premium,J,VS1,61.7,61.0,5.94,5.9,3.65,Zurich,2350
17436,1.4,Good,G,VVS2,63.4,59.0,7.04,7.12,4.49,Zurich,11519
17437,0.55,Ideal,E,SI1,61.8,58.0,5.24,5.28,3.25,Zurich,1609
17438,0.51,Good,F,VVS2,62.4,63.0,5.05,5.08,3.16,Zurich,2195
17439,0.38,Very Good,I,VVS1,62.6,59.0,4.6,4.64,2.89,Zurich,630
17440,1.05,Very Good,G,IF,58.9,61.0,6.64,6.67,3.92,Zurich,9013
17441,0.32,Ideal,F,VS2,62.6,55.0,4.38,4.41,2.75,Zurich,645
17442,0.92,Ideal,I,VS1,62.3,55.0,6.24,6.28,3.9,Zurich,4587
17443,0.74,Fair,E,SI1,66.0,56.0,5.6,5.67,3.72,Zurich,2069
17444,0.76,Ideal,E,SI1,61.3,55.0,5.87,5.91,3.61,Zurich,3584
17445,1.9,Premium,G,SI2,63.0,58.0,7.93,7.86,4.97,Zurich,13919
17446,1.11,Premium,H,SI1,62.8,61.0,6.63,6.56,4.14,Zurich,5315
17447,0.3,Ideal,F,VS1,62.4,56.0,4.3,4.32,2.68,Zurich,673
17448,0.69,Ideal,F,VVS1,61.6,56.0,5.69,5.71,3.51,Zurich,3784
17449,0.31,Ideal,D,VS2,62.1,56.0,4.35,4.34,2.7,Zurich,942
17450,1.71,Ideal,J,VVS2,61.6,59.0,7.65,7.68,4.72,Zurich,10945
17451,1.19,Ideal,E,SI1,61.3,57.0,6.81,6.83,4.18,Zurich,6911
17452,0.7,Ideal,F,VVS2,61.5,56.0,5.7,5.78,3.53,Zurich,4439
17453,0.35,Premium,G,VVS1,59.3,61.0,4.62,4.58,2.73,Zurich,984
17454,0.31,Ideal,E,VS2,62.0,56.0,4.36,4.38,2.71,Zurich,589
17455,0.36,Premium,G,VS1,61.2,60.0,4.59,4.56,2.8,Zurich,932
17456,0.33,Ideal,F,VVS2,61.4,56.0,4.44,4.49,2.74,Zurich,810
17457,1.23,Ideal,G,VVS2,61.0,57.0,6.93,6.9,4.22,Zurich,10304
17458,2.0,Fair,I,SI2,65.0,57.0,8.01,7.96,5.19,Zurich,9610
17459,1.31,Ideal,I,VS1,62.2,57.0,7.0,7.03,4.36,Zurich,7751
17460,0.32,Premium,E,VS2,61.7,58.0,4.38,4.41,2.71,Zurich,702
17461,0.9,Ideal,G,SI1,62.4,57.0,6.15,6.19,3.85,Zurich,4059
17462,0.31,Premium,H,VVS2,62.4,58.0,4.31,4.28,2.68,Zurich,802
17463,0.44,Premium,F,VS2,62.2,58.0,4.88,4.83,3.02,Zurich,990
17464,0.51,Ideal,E,VS2,60.9,56.0,5.15,5.2,3.15,Zurich,1656
17465,0.38,Ideal,G,VS1,61.8,56.0,4.65,4.64,2.87,Zurich,1069
17466,0.54,Ideal,F,VS2,61.4,57.0,5.2,5.25,3.21,Zurich,1662
17467,1.07,Premium,D,VS2,61.3,59.0,6.61,6.53,4.03,Zurich,7751
17468,0.3,Ideal,H,VS1,62.5,56.0,4.24,4.27,2.66,Zurich,526
17469,0.36,Ideal,E,SI1,61.6,56.0,4.56,4.59,2.82,Zurich,631
17470,0.31,Premium,G,VS2,61.7,58.0,4.34,4.32,2.67,Zurich,698
17471,0.7,Premium,E,SI1,59.7,60.0,5.81,5.79,3.46,Zurich,2394
17472,0.79,Premium,H,SI2,60.4,61.0,5.99,5.96,3.61,Zurich,2471
17473,1.02,Very Good,H,VS2,60.6,60.0,6.55,6.48,3.95,Zurich,5393
17474,0.41,Very Good,G,VS1,62.3,56.0,4.77,4.8,2.98,Zurich,899
17475,0.31,Ideal,E,VVS1,61.0,57.0,4.36,4.33,2.65,Zurich,988
17476,0.55,Ideal,H,VVS1,61.6,55.0,5.26,5.29,3.25,Zurich,2303
17477,0.53,Very Good,F,VVS2,59.6,56.0,5.27,5.31,3.16,Zurich,1880
17478,0.42,Ideal,D,VVS1,61.8,56.0,4.82,4.79,2.97,Zurich,1621
17479,0.7,Very Good,E,SI1,60.3,58.0,5.73,5.85,3.49,Zurich,2239
17480,0.41,Premium,G,VVS1,60.0,59.0,4.84,4.83,2.9,Zurich,1230
17481,0.51,Ideal,H,VS1,61.2,55.0,5.17,5.19,3.17,Zurich,1780
17482,1.02,Ideal,I,SI2,62.7,57.0,6.43,6.4,4.02,Zurich,3913
17483,1.23,Ideal,G,VVS2,60.8,57.0,6.89,6.92,4.2,Zurich,10646
17484,0.9,Very Good,G,SI2,63.1,58.0,6.08,6.02,3.82,Zurich,2857
17485,1.05,Premium,F,SI2,62.8,55.0,6.55,6.48,4.09,Zurich,4363
17486,0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,Zurich,997
17487,0.31,Ideal,E,SI1,62.7,57.0,4.29,4.32,2.7,Zurich,544
17488,0.65,Very Good,H,SI2,62.0,56.0,5.53,5.56,3.44,Zurich,1331
17489,0.7,Ideal,J,VS2,61.6,56.0,5.65,5.71,3.5,Zurich,1843
17490,0.5,Very Good,D,SI1,62.5,58.0,5.06,4.98,3.14,Zurich,1231
17491,0.31,Very Good,D,VS1,62.3,56.0,4.33,4.37,2.71,Zurich,736
17492,1.09,Very Good,F,SI2,58.6,63.0,6.73,6.78,3.96,Zurich,4629
17493,0.9,Ideal,F,SI1,61.8,57.0,6.19,6.21,3.83,Zurich,3950
17494,0.5,Very Good,D,SI1,61.6,56.0,5.09,5.11,3.14,Zurich,1454
17495,0.24,Very Good,G,VVS2,62.0,56.0,3.99,4.03,2.48,Zurich,449
17496,0.71,Premium,E,SI2,60.4,61.0,5.79,5.77,3.49,Zurich,2096
17497,0.28,Very Good,F,VVS2,59.7,59.0,4.26,4.28,2.55,Zurich,642
17498,0.91,Very Good,D,SI1,59.3,58.0,6.33,6.38,3.77,Zurich,4253
17499,1.0,Good,E,VS2,60.7,62.0,6.33,6.46,3.88,Zurich,6279
17500,1.72,Premium,H,VS1,59.3,59.0,7.86,7.82,4.65,Zurich,14414
17501,0.37,Ideal,D,VS2,61.3,56.0,4.6,4.64,2.83,Zurich,876
17502,0.3,Good,F,VVS2,66.0,55.0,4.19,4.21,2.77,Zurich,613
17503,1.11,Ideal,H,SI1,61.6,56.0,6.69,6.73,4.07,Zurich,5854
17504,0.52,Premium,F,I1,63.0,56.0,5.18,5.11,3.24,Zurich,870
17505,0.3,Ideal,D,SI1,61.0,57.0,4.33,4.29,2.63,Zurich,709
17506,1.0,Very Good,G,VS2,63.4,57.0,6.31,6.27,3.99,Zurich,5806
17507,2.04,Premium,J,VS2,60.9,59.0,8.25,8.21,5.01,Zurich,11209
17508,0.35,Ideal,E,VVS1,62.0,56.0,4.51,4.58,2.82,Zurich,1044
17509,1.65,Ideal,J,SI1,62.2,54.0,7.52,7.59,4.7,Zurich,8610
17510,1.52,Ideal,F,SI1,62.2,56.0,7.38,7.41,4.6,Zurich,11637
17511,1.24,Premium,D,VS2,59.3,58.0,7.09,7.03,4.19,Zurich,9916
17512,0.26,Good,E,VVS2,63.1,59.0,4.04,4.08,2.56,Zurich,599
17513,0.3,Ideal,D,VS2,62.3,56.0,4.29,4.31,2.68,Zurich,616
17514,0.43,Premium,F,VVS1,61.5,56.0,4.9,4.86,3.0,Zurich,1422
17515,1.75,Ideal,H,I1,61.6,56.0,7.73,7.75,4.77,Zurich,7680
17516,0.7,Very Good,F,VS2,62.3,58.0,5.64,5.72,3.54,Zurich,2812
17517,1.3,Premium,J,SI2,61.1,61.0,7.0,6.95,4.26,Zurich,5140
17518,1.05,Good,H,SI1,63.1,60.0,6.42,6.49,4.07,Zurich,4608
17519,0.32,Ideal,E,VS2,62.2,55.0,4.38,4.36,2.72,Zurich,900
17520,0.3,Very Good,E,SI1,60.6,56.0,4.35,4.37,2.64,Zurich,526
17521,0.35,Ideal,F,VS1,61.4,55.0,4.54,4.58,2.8,Zurich,923
17522,0.95,Fair,J,I1,64.9,56.0,6.17,6.12,3.99,Zurich,2322
17523,0.5,Very Good,F,VVS1,61.1,55.0,5.14,5.18,3.15,Zurich,2122
17524,0.62,Ideal,D,SI1,62.2,55.0,5.51,5.45,3.41,Zurich,2062
17525,1.11,Ideal,E,SI2,62.8,55.0,6.62,6.6,4.15,Zurich,5004
17526,0.57,Ideal,I,VS1,62.2,55.0,5.28,5.33,3.3,Zurich,1448
17527,1.0,Very Good,G,VS1,60.6,63.0,6.42,6.45,3.9,Zurich,6699
17528,0.76,Very Good,I,SI1,62.0,56.0,5.81,5.84,3.61,Zurich,2352
17529,0.33,Ideal,G,VVS2,61.5,56.0,4.45,4.49,2.75,Zurich,752
17530,0.32,Ideal,F,VVS1,62.6,56.0,4.37,4.41,2.75,Zurich,913
17531,0.39,Ideal,G,VS2,62.2,53.9,4.66,4.69,2.9,Zurich,787
17532,0.93,Premium,H,SI1,61.8,59.0,6.23,6.27,3.86,Zurich,3816
17533,0.43,Ideal,F,VVS1,62.1,55.0,4.81,4.85,3.0,Zurich,1358
17534,0.46,Ideal,G,SI1,62.0,53.0,4.99,5.04,3.11,Zurich,930
17535,0.55,Ideal,E,SI1,62.1,55.0,5.26,5.21,3.25,Zurich,1668
17536,0.58,Ideal,D,VVS1,62.1,55.0,5.33,5.37,3.32,Zurich,3732
17537,0.7,Ideal,G,VS1,62.6,56.0,5.65,5.7,3.55,Zurich,2670
17538,0.3,Ideal,G,VVS1,61.7,57.0,4.32,4.3,2.66,Zurich,1013
17539,0.33,Ideal,D,VS2,61.9,53.0,4.46,4.49,2.77,Zurich,781
17540,0.55,Ideal,F,VS2,62.7,55.0,5.24,5.26,3.29,Zurich,1580
17541,2.0,Premium,H,SI2,62.5,58.0,8.14,8.03,5.05,Zurich,12940
17542,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,Zurich,17166
17543,0.7,Ideal,E,SI2,61.0,56.0,5.78,5.72,3.51,Zurich,2376
17544,0.32,Ideal,H,VVS2,61.8,55.0,4.38,4.42,2.72,Zurich,645
17545,1.5,Good,I,SI2,58.5,60.0,7.41,7.5,4.36,Zurich,6731
17546,0.91,Very Good,H,VS2,58.3,59.0,6.35,6.47,3.74,Zurich,4193
17547,0.32,Ideal,E,VVS2,61.3,55.0,4.41,4.43,2.71,Zurich,1010
17548,0.53,Very Good,E,SI2,63.4,56.0,5.18,5.16,3.28,Zurich,1227
17549,1.7,Premium,G,VVS2,59.8,59.0,7.7,7.75,4.62,Zurich,18718
17550,1.1,Very Good,I,SI2,62.8,57.0,6.56,6.63,4.14,Zurich,4083
17551,1.32,Premium,I,SI2,60.8,58.0,7.03,7.11,4.3,Zurich,4704
17552,1.09,Ideal,D,SI1,62.8,54.0,6.6,6.62,4.15,Zurich,6259
17553,0.74,Ideal,I,VVS2,61.3,57.0,5.82,5.85,3.57,Zurich,3130
17554,0.3,Ideal,F,IF,62.0,58.0,4.25,4.3,2.65,Zurich,886
17555,0.33,Premium,I,VS1,62.7,58.0,4.4,4.43,2.77,Zurich,521
17556,0.7,Ideal,E,VS2,61.9,57.0,5.69,5.74,3.54,Zurich,2553
17557,0.78,Very Good,E,VS1,61.0,55.0,5.94,5.96,3.63,Zurich,3564
17558,0.31,Ideal,H,SI1,62.1,54.0,4.37,4.39,2.72,Zurich,464
17559,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,Zurich,1841
17560,0.41,Ideal,F,IF,61.7,56.0,4.79,4.83,2.97,Zurich,1439
17561,0.7,Premium,F,SI1,60.1,56.0,5.84,5.78,3.49,Zurich,2394
17562,0.55,Ideal,F,SI2,61.1,56.0,5.29,5.32,3.24,Zurich,1256
17563,0.37,Very Good,E,VVS2,59.7,61.0,4.67,4.71,2.8,Zurich,844
17564,0.5,Premium,E,VS1,58.8,62.0,5.17,5.14,3.03,Zurich,1698
17565,0.32,Ideal,J,VS2,62.2,57.0,4.36,4.38,2.72,Zurich,393
17566,0.74,Premium,E,SI1,61.4,57.0,5.83,5.79,3.57,Zurich,2042
17567,0.74,Ideal,G,VS2,62.9,54.0,5.81,5.78,3.64,Zurich,2723
17568,0.34,Ideal,E,VS1,62.4,55.0,4.47,4.44,2.78,Zurich,1033
17569,0.56,Ideal,D,VS2,62.2,56.0,5.24,5.28,3.27,Zurich,1963
17570,1.02,Good,I,VS1,63.7,58.0,6.33,6.26,4.01,Zurich,4478
17571,1.01,Good,D,SI2,63.9,57.0,6.36,6.29,4.04,Zurich,4672
17572,0.41,Good,F,SI1,63.9,56.0,4.74,4.68,3.01,Zurich,969
17573,0.3,Ideal,E,VS2,62.2,57.0,4.26,4.32,2.67,Zurich,622
17574,0.9,Good,E,IF,63.6,56.0,6.11,6.02,3.86,Zurich,6804
17575,2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,Zurich,16824
17576,0.33,Ideal,F,VVS2,62.2,56.0,4.43,4.45,2.76,Zurich,810
17577,0.97,Ideal,F,SI2,62.4,55.0,6.38,6.34,3.97,Zurich,3569
17578,1.0,Good,D,SI1,59.9,62.0,6.41,6.45,3.85,Zurich,6568
17579,0.34,Ideal,I,IF,62.2,53.5,4.5,4.52,2.8,Zurich,668
17580,0.83,Premium,D,SI1,62.5,54.0,6.08,6.02,3.78,Zurich,3556
17581,0.32,Ideal,G,VS1,62.3,54.0,4.39,4.37,2.73,Zurich,828
17582,0.4,Very Good,E,VS1,62.4,54.0,4.71,4.75,2.95,Zurich,1053
17583,0.36,Ideal,E,VS2,61.1,56.0,4.6,4.63,2.82,Zurich,789
17584,0.29,Very Good,E,VS1,58.9,56.0,4.35,4.37,2.57,Zurich,504
17585,0.33,Very Good,E,SI2,60.0,59.0,4.47,4.49,2.69,Zurich,463
17586,1.01,Ideal,H,SI1,61.4,60.0,6.48,6.45,3.97,Zurich,4680
17587,0.71,Good,F,SI1,63.6,54.0,5.65,5.61,3.58,Zurich,2345
17588,0.43,Premium,H,I1,62.0,59.0,4.78,4.83,2.98,Zurich,452
17589,0.58,Good,G,SI1,63.2,56.0,5.3,5.33,3.36,Zurich,1388
17590,0.31,Very Good,E,SI1,63.5,55.0,4.35,4.31,2.75,Zurich,698
17591,0.24,Ideal,F,VVS1,61.8,55.0,4.0,4.03,2.48,Zurich,678
17592,0.73,Ideal,E,VS2,62.2,56.0,5.76,5.78,3.59,Zurich,3328
17593,0.52,Premium,F,VS2,60.2,59.0,5.19,5.21,3.13,Zurich,1451
17594,1.0,Good,F,VS2,63.1,56.0,6.27,6.31,3.97,Zurich,5420
17595,0.47,Ideal,H,SI1,61.1,55.0,5.04,5.07,3.09,Zurich,787
17596,0.55,Very Good,E,VS2,62.3,61.0,5.16,5.21,3.23,Zurich,1669
17597,0.9,Good,G,VS2,63.2,58.0,6.09,6.16,3.87,Zurich,3976
17598,1.0,Good,J,VVS2,63.7,57.0,6.34,6.31,4.03,Zurich,3265
17599,1.59,Premium,J,VS2,62.6,59.0,7.43,7.45,4.66,Zurich,7811
17600,0.55,Very Good,G,VVS1,60.8,58.0,5.25,5.3,3.21,Zurich,1838
17601,0.9,Ideal,J,SI1,62.7,56.0,6.21,6.16,3.88,Zurich,3445
17602,0.7,Good,F,SI2,64.1,59.0,5.58,5.53,3.56,Zurich,2411
17603,0.59,Ideal,D,SI1,62.5,55.0,5.4,5.42,3.38,Zurich,1646
17604,0.7,Ideal,G,VS1,61.3,57.0,5.71,5.74,3.51,Zurich,2839
17605,0.35,Very Good,D,SI1,60.2,57.0,4.56,4.61,2.76,Zurich,644
17606,0.5,Premium,F,VS2,62.7,59.0,5.05,5.09,3.18,Zurich,1436
17607,0.3,Good,G,VVS1,64.0,57.0,4.23,4.27,2.72,Zurich,678
17608,0.52,Ideal,J,SI1,61.4,56.4,5.15,5.17,3.17,Zurich,896
17609,0.4,Ideal,J,VS1,60.4,56.0,4.77,4.8,2.89,Zurich,641
17610,1.14,Ideal,G,SI1,61.7,56.0,6.71,6.75,4.15,Antwerp,6741
17611,1.0,Premium,G,VS2,61.6,54.0,6.49,6.46,3.99,Antwerp,6216
17612,1.55,Very Good,H,SI1,63.2,57.0,7.35,7.31,4.64,Antwerp,7066
